B	M_u0	200	-1.6880883	1.6002389	-0.037410557	0.5489046
B	M_v0	200	-1.5659992	1.4143353	-0.08726715	0.53517497
B	M_p0	200	-0.4690273	0.44353923	0.03934623	0.13646735
B	R_Mass_Imbalance0	200	-0.89361054	1.2108703	0.11289311	0.320976
B	R_Mom-X_Imbalance0	200	-5.3676586	5.5962067	-0.018319221	1.3625181
B	R_Mom-Y_Imbalance0	200	-4.8746867	4.9712753	-0.005874737	1.3147786
B	M_u0	500	-1.4212723	1.527431	0.030070093	0.51585066
B	M_v0	500	-1.3592663	1.4670589	0.047480926	0.50949925
B	M_p0	500	-0.8334842	0.7422588	0.020862957	0.076129496
B	R_Mass_Imbalance0	500	-0.4937173	0.39395785	0.019937081	0.082409784
B	R_Mom-X_Imbalance0	500	-2.7989085	2.3485293	0.011067553	0.24235284
B	R_Mom-Y_Imbalance0	500	-1.8099937	1.4862895	0.010761758	0.23380455
B	M_u0	1000	-1.3924602	1.3816528	-0.0041625737	0.50383335
B	M_v0	1000	-1.3728919	1.3946681	0.008677432	0.5024947
B	M_p0	1000	-0.2102657	0.32150373	0.023892663	0.042951055
B	R_Mass_Imbalance0	1000	-0.1867584	0.15856671	0.0037231587	0.033423953
B	R_Mom-X_Imbalance0	1000	-0.9857603	0.57139933	0.000811155	0.07974793
B	R_Mom-Y_Imbalance0	1000	-0.5021788	0.46186233	0.0033911217	0.077073924
B	M_u0	3000	-1.3883486	1.3878763	0.0003271804	0.5026352
B	M_v0	3000	-1.3826241	1.3826602	-0.0003245947	0.5010682
B	M_p0	3000	-0.2576357	0.2178043	0.021121398	0.040608812
B	R_Mass_Imbalance0	3000	-0.20880151	0.1051586	-0.0006179673	0.024799153
B	R_Mom-X_Imbalance0	3000	-0.67430407	0.36850536	0.00042606852	0.03888761
B	R_Mom-Y_Imbalance0	3000	-0.34469026	0.3515483	3.3734657e-05	0.038100347
B	M_u0	5000	-1.3889582	1.3883339	0.00031889262	0.5024414
B	M_v0	5000	-1.3830433	1.3828989	-0.00029877553	0.50098073
B	M_p0	5000	-0.27035725	0.21255273	0.021092774	0.04072445
B	R_Mass_Imbalance0	5000	-0.20449317	0.09735772	-0.00066240656	0.02375312
B	R_Mom-X_Imbalance0	5000	-0.6101412	0.33157873	0.00032759106	0.03600432
B	R_Mom-Y_Imbalance0	5000	-0.31641102	0.3124634	1.0545301e-05	0.035168946
B	M_u0	7000	-1.3899919	1.3889883	0.00027170306	0.5020866
B	M_v0	7000	-1.3839442	1.3833662	-0.00022221854	0.5008261
B	M_p0	7000	-0.29414007	0.20137028	0.021040754	0.041035127
B	R_Mass_Imbalance0	7000	-0.1919204	0.0820294	-0.00068559864	0.021852482
B	R_Mom-X_Imbalance0	7000	-0.477835	0.26199436	0.00017221848	0.030628337
B	R_Mom-Y_Imbalance0	7000	-0.26068962	0.23856468	-1.1387903e-05	0.029708045
B	M_u0	10000	-1.3905354	1.3899083	0.00047314525	0.501593
B	M_v0	10000	-1.3865312	1.385461	2.3763028e-05	0.5005286
B	M_p0	10000	-0.324474	0.18243453	0.021055393	0.041999914
B	R_Mass_Imbalance0	10000	-0.15041661	0.06599021	-0.00112649	0.018271387
B	R_Mom-X_Imbalance0	10000	-0.20935547	0.16182342	0.000117932614	0.020774033
B	R_Mom-Y_Imbalance0	10000	-0.16567302	0.13359952	3.3339118e-05	0.020350393
B	M_u0	10100	-1.391192	1.3897395	-4.4201115e-05	0.5013453
B	M_v0	10100	-1.3857229	1.3859508	-0.00037728017	0.5005667
B	M_p0	10100	-0.3171733	0.18756688	0.020838933	0.04178414
B	R_Mass_Imbalance0	10100	-0.16162229	0.08598256	-0.00035042985	0.01673475
B	R_Mom-X_Imbalance0	10100	-0.1467514	0.12541613	-0.0008055676	0.016698835
B	R_Mom-Y_Imbalance0	10100	-0.19996263	0.25592682	-0.00010448033	0.017114718
B	M_u0	12000	-1.4003972	1.3916155	-0.0001186511	0.49996814
B	M_v0	12000	-1.3928691	1.3941174	-0.000119431905	0.49968648
B	M_p0	12000	-0.5590449	0.38380247	0.020795058	0.05378452
B	R_Mass_Imbalance0	12000	-0.34748375	0.22517371	-0.0003039398	0.028115388
B	R_Mom-X_Imbalance0	12000	-0.21499914	0.1667765	0.00034278538	0.02489663
B	R_Mom-Y_Imbalance0	12000	-0.19232583	0.18677863	0.00018943613	0.024137154
B	M_u0	15000	-1.413341	1.4131039	0.00013350366	0.4998578
B	M_v0	15000	-1.4054976	1.4038094	0.00014261053	0.49937883
B	M_p0	15000	-0.4170537	0.3027463	0.01724097	0.06615883
B	R_Mass_Imbalance0	15000	-0.23328757	0.23915327	0.00016055761	0.04511201
B	R_Mom-X_Imbalance0	15000	-0.15949695	0.09638739	-5.884665e-05	0.01756516
B	R_Mom-Y_Imbalance0	15000	-0.1622057	0.15187722	-5.066342e-05	0.017351562
B	M_u0	20000	-1.414985	1.414037	-5.4295175e-05	0.5002853
B	M_v0	20000	-1.4072756	1.4065217	6.2786444e-06	0.50000334
B	M_p0	20000	-0.2961805	0.2743788	0.015320797	0.06551978
B	R_Mass_Imbalance0	20000	-0.22230136	0.23879433	0.00028034658	0.044642374
B	R_Mom-X_Imbalance0	20000	-0.06079237	0.11088325	-3.141354e-05	0.01117878
B	R_Mom-Y_Imbalance0	20000	-0.11055637	0.106907524	5.044313e-06	0.01093492
B	M_u0	25000	-1.4145135	1.4144305	4.4217664e-05	0.5005292
B	M_v0	25000	-1.4074684	1.4062793	-6.458504e-05	0.5002418
B	M_p0	25000	-0.27326852	0.2623647	0.014618526	0.06325578
B	R_Mass_Imbalance0	25000	-0.20044875	0.2278744	0.00027136377	0.043292798
B	R_Mom-X_Imbalance0	25000	-0.060147583	0.058508396	6.954728e-05	0.010177381
B	R_Mom-Y_Imbalance0	25000	-0.06010134	0.061799556	3.8801612e-05	0.009915476
B	M_u0	30000	-1.4140432	1.4148238	-4.848233e-06	0.50068784
B	M_v0	30000	-1.4071527	1.4063852	-1.761897e-05	0.500325
B	M_p0	30000	-0.27670848	0.2552818	0.014114919	0.061344307
B	R_Mass_Imbalance0	30000	-0.20045304	0.22256112	0.00029417902	0.042092938
B	R_Mom-X_Imbalance0	30000	-0.062111378	0.0774305	1.3222975e-05	0.009680654
B	R_Mom-Y_Imbalance0	30000	-0.05453682	0.05282402	-2.1905662e-05	0.00994344
E	M_u0	32127	-1.4134731	1.414573	7.5020707e-06	0.50072944
E	M_v0	32127	-1.407095	1.4067478	-3.070831e-05	0.5003632
E	M_p0	32127	-0.2754771	0.25296974	0.013919163	0.060783155
E	R_Mass_Imbalance0	32127	-0.19943309	0.22091663	0.0002999877	0.04170949
E	R_Mom-X_Imbalance0	32127	-0.06358957	0.07604599	5.2076823e-05	0.0094220145
E	R_Mom-Y_Imbalance0	32127	-0.056531906	0.056637764	7.184904e-06	0.010089926
E	M_u0	33196	-1.4085352	1.4093384	2.7868076e-05	0.5009174
E	M_v0	33196	-1.4029907	1.4030749	1.2965217e-05	0.50062627
E	M_p0	33196	-0.25323665	0.21315277	0.011159553	0.053647533
E	R_Mass_Imbalance0	33196	-0.1657781	0.18590939	0.00033312436	0.03546145
E	R_Mom-X_Imbalance0	33196	-0.055729978	0.061306	3.0094723e-05	0.0078065763
E	R_Mom-Y_Imbalance0	33196	-0.047708582	0.045814514	-1.549214e-05	0.008262498
E	M_u0	34403	-1.4042866	1.4050959	1.6772105e-05	0.5011292
E	M_v0	34403	-1.3996863	1.3994963	8.9805235e-06	0.50085557
E	M_p0	34403	-0.23403513	0.17850585	0.009031872	0.04743241
E	R_Mass_Imbalance0	34403	-0.13746887	0.154755	0.00033883395	0.029979926
E	R_Mom-X_Imbalance0	34403	-0.059232958	0.05569674	3.1624575e-05	0.0066436306
E	R_Mom-Y_Imbalance0	34403	-0.0526178	0.048176594	1.582788e-05	0.0069044917
B	M_u0	35000	-1.4004927	1.4017487	-4.9755986e-06	0.50136745
B	M_v0	35000	-1.3966601	1.3970343	1.8397059e-05	0.5011637
B	M_p0	35000	-0.21151875	0.15408306	0.0070737484	0.0425079
B	R_Mass_Imbalance0	35000	-0.1213429	0.13465679	0.00034370262	0.02633559
B	R_Mom-X_Imbalance0	35000	-0.06022975	0.06017022	-3.959957e-06	0.0061171656
B	R_Mom-Y_Imbalance0	35000	-0.054860767	0.048650272	-2.9388697e-05	0.0063342624
E	M_u0	35905	-1.4008015	1.4011517	2.3126242e-05	0.5013332
E	M_v0	35905	-1.3965216	1.3968132	4.1164803e-06	0.5010923
E	M_p0	35905	-0.21504457	0.14928472	0.007348696	0.041932523
E	R_Mass_Imbalance0	35905	-0.11873472	0.12779033	0.00033468762	0.025170946
E	R_Mom-X_Imbalance0	35905	-0.053444404	0.059967533	2.3718123e-05	0.005626093
E	R_Mom-Y_Imbalance0	35905	-0.051893223	0.05123786	1.379796e-05	0.0057117953
E	M_u0	37481	-1.3960483	1.3964005	-3.9603365e-06	0.50168484
E	M_v0	37481	-1.3929616	1.3933336	-1.185282e-05	0.50145864
E	M_p0	37481	-0.1849219	0.13121761	0.0053644967	0.03489076
E	R_Mass_Imbalance0	37481	-0.10011017	0.09771019	0.00029192914	0.01963257
